"","Text","Lat","Long","Location","Dialect","Genre","YoC","YoM","AuthName","AuthBD","AuthSex","AuthAge","RecName","RecBD","RecSex","RecAge","RecRelation","Words","OCWords","NamWords","ForWords","Types","OCTypes","NamTypes","ForTypes","Chars","OCChars","NamChars","ForChars","Tokens","pseud","pass","act","relative","questions","selected","advantage"
"762455","BOSWELL","x","x","x","x","D",1776,1776,"James_Boswell","1740","m","36","x","xxxx","x","xx","x",10166,2959,870,11,2066,1228,270,9,42958,17023,5620,65,875,"b","nan","act","nie","qnie","selact","not"
"762524","BOSWELL","x","x","x","x","D",1776,1776,"James_Boswell","1740","m","36","x","xxxx","x","xx","x",10166,2959,870,11,2066,1228,270,9,42958,17023,5620,65,875,"b","nan","act","nie","qnie","selact","not"
"762957","BOSWELL","x","x","x","x","D",1776,1776,"James_Boswell","1740","m","36","x","xxxx","x","xx","x",10166,2959,870,11,2066,1228,270,9,42958,17023,5620,65,875,"b","nan","act","nie","qnie","selact","not"
"763405","BOSWELL","x","x","x","x","D",1776,1776,"James_Boswell","1740","m","36","x","xxxx","x","xx","x",10166,2959,870,11,2066,1228,270,9,42958,17023,5620,65,875,"b","nan","act","nie","qnie","selact","not"
"763974","BRADLEY","x","x","x","x","T",1905,1905,"Arthur_Granville_Bradley","1850","m","55","x","xxxx","x","xx","x",10632,3116,501,12,2859,1753,221,9,47477,18937,3370,60,425,"b","nan","act","nie","qnie","selact","not"
"764576","BRADLEY","x","x","x","x","T",1905,1905,"Arthur_Granville_Bradley","1850","m","55","x","xxxx","x","xx","x",10632,3116,501,12,2859,1753,221,9,47477,18937,3370,60,425,"b","nan","act","nie","qnie","selact","not"
"765205","BROUGHAM","x","x","x","x","c",1861,1861,"John_Brougham","1810","m","51","x","xxxx","x","xx","x",10266,2882,935,17,2053,1279,52,13,41628,16219,3618,75,1158,"b","nan","act","nie","qnie","selact","not"
"765496","BROUGHAM","x","x","x","x","c",1861,1861,"John_Brougham","1810","m","51","x","xxxx","x","xx","x",10266,2882,935,17,2053,1279,52,13,41628,16219,3618,75,1158,"p","van","nan","nie","qnie","selpse","not"
"765570","BROUGHAM","x","x","x","x","c",1861,1861,"John_Brougham","1810","m","51","x","xxxx","x","xx","x",10266,2882,935,17,2053,1279,52,13,41628,16219,3618,75,1158,"b","nan","act","nie","qnie","selact","not"
"765572","BROUGHAM","x","x","x","x","c",1861,1861,"John_Brougham","1810","m","51","x","xxxx","x","xx","x",10266,2882,935,17,2053,1279,52,13,41628,16219,3618,75,1158,"b","nan","act","nie","qnie","selact","not"
"766006","BROUGHAM","x","x","x","x","c",1861,1861,"John_Brougham","1810","m","51","x","xxxx","x","xx","x",10266,2882,935,17,2053,1279,52,13,41628,16219,3618,75,1158,"b","nan","act","nie","qnie","selact","not"
"766039","BROUGHAM","x","x","x","x","c",1861,1861,"John_Brougham","1810","m","51","x","xxxx","x","xx","x",10266,2882,935,17,2053,1279,52,13,41628,16219,3618,75,1158,"b","nan","act","nie","qnie","selact","not"
"766332","BROUGHAM","x","x","x","x","c",1861,1861,"John_Brougham","1810","m","51","x","xxxx","x","xx","x",10266,2882,935,17,2053,1279,52,13,41628,16219,3618,75,1158,"b","nan","act","nie","qnie","selact","not"
"766688","BURTON","x","x","x","x","R",1762,1762,"John_Burton","1696","m","66","x","xxxx","x","xx","x",9374,2928,210,4,1999,1319,59,4,43740,19963,1148,13,410,"p","van","nan","nie","qnie","selpse","not"
"766778","BURTON","x","x","x","x","R",1762,1762,"John_Burton","1696","m","66","x","xxxx","x","xx","x",9374,2928,210,4,1999,1319,59,4,43740,19963,1148,13,410,"b","nan","act","nie","qnie","selact","not"
"768070","BUTLER","x","x","x","x","R",1726,1726,"Joseph_Butler","1692","m","34","x","xxxx","x","xx","x",9555,2661,36,16,1311,814,11,2,41790,18009,152,32,339,"p","van","nan","nie","qnie","selpse","not"
"768446","BUTLER","x","x","x","x","R",1726,1726,"Joseph_Butler","1692","m","34","x","xxxx","x","xx","x",9555,2661,36,16,1311,814,11,2,41790,18009,152,32,339,"b","nan","act","nie","qnie","selact","not"
"768603","BUTLER","x","x","x","x","R",1726,1726,"Joseph_Butler","1692","m","34","x","xxxx","x","xx","x",9555,2661,36,16,1311,814,11,2,41790,18009,152,32,339,"p","van","nan","nie","qnie","selpse","not"
"769665","CARLYLE1835","x","x","x","x","l",1835,1835,"Thomas_Carlyle","1795","m","40","x","xxxx","x","xx","x",9760,2723,275,18,1929,1184,143,8,38694,15028,1693,107,679,"p","van","nan","nie","qnie","selpse","not"
"769715","CARLYLE1835","x","x","x","x","l",1835,1835,"Thomas_Carlyle","1795","m","40","x","xxxx","x","xx","x",9760,2723,275,18,1929,1184,143,8,38694,15028,1693,107,679,"b","nan","act","nie","qnie","selact","not"
"770089","CARLYLE1835","x","x","x","x","l",1835,1835,"Thomas_Carlyle","1795","m","40","x","xxxx","x","xx","x",9760,2723,275,18,1929,1184,143,8,38694,15028,1693,107,679,"b","nan","act","nie","qnie","selact","not"
"771856","CHAPMAN","x","x","x","x","E",1774,1774,"George_Chapman","1723","m","51","x","xxxx","x","xx","x",9359,2708,149,66,1848,1112,71,51,42363,17642,955,354,356,"p","van","nan","nie","qnie","selpse","not"
"771869","CHAPMAN","x","x","x","x","E",1774,1774,"George_Chapman","1723","m","51","x","xxxx","x","xx","x",9359,2708,149,66,1848,1112,71,51,42363,17642,955,354,356,"b","nan","act","nie","qnie","selact","not"
"772650","CIBBER","x","x","x","x","A",1740,1740,"Colley_Cibber","1671","m","69","x","xxxx","x","xx","x",10573,3036,234,28,2244,1424,106,27,45238,18536,1627,143,333,"p","van","nan","nie","qnie","selpse","not"
"772721","CIBBER","x","x","x","x","A",1740,1740,"Colley_Cibber","1671","m","69","x","xxxx","x","xx","x",10573,3036,234,28,2244,1424,106,27,45238,18536,1627,143,333,"b","nan","act","nie","qnie","selact","not"
"772851","CIBBER","x","x","x","x","A",1740,1740,"Colley_Cibber","1671","m","69","x","xxxx","x","xx","x",10573,3036,234,28,2244,1424,106,27,45238,18536,1627,143,333,"b","nan","act","nie","qnie","selact","not"
"772890","CIBBER","x","x","x","x","A",1740,1740,"Colley_Cibber","1671","m","69","x","xxxx","x","xx","x",10573,3036,234,28,2244,1424,106,27,45238,18536,1627,143,333,"b","nan","act","nie","qnie","selact","not"
"773141","CIBBER","x","x","x","x","A",1740,1740,"Colley_Cibber","1671","m","69","x","xxxx","x","xx","x",10573,3036,234,28,2244,1424,106,27,45238,18536,1627,143,333,"b","nan","act","nie","qnie","selact","not"
"773147","CIBBER","x","x","x","x","A",1740,1740,"Colley_Cibber","1671","m","69","x","xxxx","x","xx","x",10573,3036,234,28,2244,1424,106,27,45238,18536,1627,143,333,"b","nan","act","nie","qnie","selact","not"
"773215","CIBBER","x","x","x","x","A",1740,1740,"Colley_Cibber","1671","m","69","x","xxxx","x","xx","x",10573,3036,234,28,2244,1424,106,27,45238,18536,1627,143,333,"p","van","nan","nie","qnie","selpse","not"
"773354","CIBBER","x","x","x","x","A",1740,1740,"Colley_Cibber","1671","m","69","x","xxxx","x","xx","x",10573,3036,234,28,2244,1424,106,27,45238,18536,1627,143,333,"p","van","nan","nie","qnie","selpse","not"
"773518","CIBBER","x","x","x","x","A",1740,1740,"Colley_Cibber","1671","m","69","x","xxxx","x","xx","x",10573,3036,234,28,2244,1424,106,27,45238,18536,1627,143,333,"b","nan","act","pie","qnie","selact","not"
"773560","CIBBER","x","x","x","x","A",1740,1740,"Colley_Cibber","1671","m","69","x","xxxx","x","xx","x",10573,3036,234,28,2244,1424,106,27,45238,18536,1627,143,333,"b","nan","act","nie","qnie","selact","not"
"773782","CIBBER","x","x","x","x","A",1740,1740,"Colley_Cibber","1671","m","69","x","xxxx","x","xx","x",10573,3036,234,28,2244,1424,106,27,45238,18536,1627,143,333,"p","van","nan","nie","qnie","selpse","not"
"774484","COLLIER","x","x","x","x","c",1835,1835,"William_Collier","1795","m","40","x","xxxx","x","xx","x",9792,2829,986,16,1755,1162,46,4,38688,15197,4227,67,1102,"b","nan","act","nie","qnie","selact","not"
"775594","COLMAN","x","x","x","x","c",1805,1805,"George_Colman","1762","m","43","x","xxxx","x","xx","x",10582,3014,947,23,1990,1299,99,10,41844,16387,4767,104,1147,"b","nan","act","nie","qnie","selact","not"
"776507","COLMAN","x","x","x","x","c",1805,1805,"George_Colman","1762","m","43","x","xxxx","x","xx","x",10582,3014,947,23,1990,1299,99,10,41844,16387,4767,104,1147,"b","nan","act","nie","qnie","selact","not"
"776967","COLMAN","x","x","x","x","c",1805,1805,"George_Colman","1762","m","43","x","xxxx","x","xx","x",10582,3014,947,23,1990,1299,99,10,41844,16387,4767,104,1147,"b","nan","act","nie","qnie","selact","not"
"777701","COOK","x","x","x","x","T",1776,1776,"James_Cook","1728","m","48","x","xxxx","x","xx","x",10416,3663,314,40,2222,1499,105,22,44488,20371,2103,228,803,"b","nan","act","nie","qnie","selact","not"
"777720","COOK","x","x","x","x","T",1776,1776,"James_Cook","1728","m","48","x","xxxx","x","xx","x",10416,3663,314,40,2222,1499,105,22,44488,20371,2103,228,803,"b","nan","act","nie","qnie","selact","not"
"777782","COOK","x","x","x","x","T",1776,1776,"James_Cook","1728","m","48","x","xxxx","x","xx","x",10416,3663,314,40,2222,1499,105,22,44488,20371,2103,228,803,"b","nan","act","nie","qnie","selact","not"
"777833","COOK","x","x","x","x","T",1776,1776,"James_Cook","1728","m","48","x","xxxx","x","xx","x",10416,3663,314,40,2222,1499,105,22,44488,20371,2103,228,803,"b","nan","act","nie","qnie","selact","not"
"777945","COOK","x","x","x","x","T",1776,1776,"James_Cook","1728","m","48","x","xxxx","x","xx","x",10416,3663,314,40,2222,1499,105,22,44488,20371,2103,228,803,"b","nan","act","nie","qnie","selact","not"
"778086","COOK","x","x","x","x","T",1776,1776,"James_Cook","1728","m","48","x","xxxx","x","xx","x",10416,3663,314,40,2222,1499,105,22,44488,20371,2103,228,803,"b","nan","act","nie","qnie","selact","not"
"778623","COOKE","x","x","x","x","T",1712,1712,"Edward_Cooke","xxxx","m","xx","x","xxxx","x","xx","x",10387,3309,737,6,2004,1234,237,3,45099,18334,4671,19,535,"b","nan","act","nie","qnie","selact","not"
"778673","COOKE","x","x","x","x","T",1712,1712,"Edward_Cooke","xxxx","m","xx","x","xxxx","x","xx","x",10387,3309,737,6,2004,1234,237,3,45099,18334,4671,19,535,"b","nan","act","nie","qnie","selact","not"
"778733","COOKE","x","x","x","x","T",1712,1712,"Edward_Cooke","xxxx","m","xx","x","xxxx","x","xx","x",10387,3309,737,6,2004,1234,237,3,45099,18334,4671,19,535,"p","van","nan","nie","qnie","selpse","not"
"779192","COOKE","x","x","x","x","T",1712,1712,"Edward_Cooke","xxxx","m","xx","x","xxxx","x","xx","x",10387,3309,737,6,2004,1234,237,3,45099,18334,4671,19,535,"b","nan","act","nie","qnie","selact","not"
"779223","COOKE","x","x","x","x","T",1712,1712,"Edward_Cooke","xxxx","m","xx","x","xxxx","x","xx","x",10387,3309,737,6,2004,1234,237,3,45099,18334,4671,19,535,"b","nan","act","nie","qnie","selact","not"
"779618","COOKE","x","x","x","x","T",1712,1712,"Edward_Cooke","xxxx","m","xx","x","xxxx","x","xx","x",10387,3309,737,6,2004,1234,237,3,45099,18334,4671,19,535,"b","nan","act","nie","qnie","selact","not"
"780284","DAVYS","x","x","x","x","c",1716,1716,"Mary_Davys","1674","f","42","x","xxxx","x","xx","x",10839,3087,756,30,1699,1142,95,8,40512,16133,3359,119,923,"b","nan","act","nie","qnie","selact","not"
"780634","DAVYS","x","x","x","x","c",1716,1716,"Mary_Davys","1674","f","42","x","xxxx","x","xx","x",10839,3087,756,30,1699,1142,95,8,40512,16133,3359,119,923,"b","nan","act","nie","qnie","selact","not"
"781098","DAVYS","x","x","x","x","c",1716,1716,"Mary_Davys","1674","f","42","x","xxxx","x","xx","x",10839,3087,756,30,1699,1142,95,8,40512,16133,3359,119,923,"b","nan","act","nie","qnie","selact","not"
"781130","DAVYS","x","x","x","x","c",1716,1716,"Mary_Davys","1674","f","42","x","xxxx","x","xx","x",10839,3087,756,30,1699,1142,95,8,40512,16133,3359,119,923,"b","nan","act","nie","qnie","selact","not"
"781299","DAVYS","x","x","x","x","c",1716,1716,"Mary_Davys","1674","f","42","x","xxxx","x","xx","x",10839,3087,756,30,1699,1142,95,8,40512,16133,3359,119,923,"b","nan","act","nie","qnie","selact","not"
"782215","DEFOE","x","x","x","x","F",1719,1719,"Daniel_Defoe","1661","m","58","x","xxxx","x","xx","x",9946,2966,96,12,1638,1116,59,9,37845,15672,632,51,489,"b","nan","act","nie","qnie","selact","not"
"782238","DEFOE","x","x","x","x","F",1719,1719,"Daniel_Defoe","1661","m","58","x","xxxx","x","xx","x",9946,2966,96,12,1638,1116,59,9,37845,15672,632,51,489,"b","nan","act","nie","qnie","selact","not"
"782872","DEFOE","x","x","x","x","F",1719,1719,"Daniel_Defoe","1661","m","58","x","xxxx","x","xx","x",9946,2966,96,12,1638,1116,59,9,37845,15672,632,51,489,"b","nan","act","nie","qnie","selact","not"
"782881","DEFOE","x","x","x","x","F",1719,1719,"Daniel_Defoe","1661","m","58","x","xxxx","x","xx","x",9946,2966,96,12,1638,1116,59,9,37845,15672,632,51,489,"b","nan","act","nie","qnie","selact","not"
"783027","DEFOE","x","x","x","x","F",1719,1719,"Daniel_Defoe","1661","m","58","x","xxxx","x","xx","x",9946,2966,96,12,1638,1116,59,9,37845,15672,632,51,489,"b","nan","act","nie","qnie","selact","not"
"783044","DEFOE","x","x","x","x","F",1719,1719,"Daniel_Defoe","1661","m","58","x","xxxx","x","xx","x",9946,2966,96,12,1638,1116,59,9,37845,15672,632,51,489,"b","nan","act","nie","qnie","selact","not"
"783224","DEFOE","x","x","x","x","F",1719,1719,"Daniel_Defoe","1661","m","58","x","xxxx","x","xx","x",9946,2966,96,12,1638,1116,59,9,37845,15672,632,51,489,"b","nan","act","nie","qnie","selact","not"
"783385","DICKENS","x","x","x","x","F",1837,1837,"Charles_Dickens","1812","m","25","x","xxxx","x","xx","x",9785,2985,497,1,2325,1458,48,1,42290,17575,2370,16,550,"b","nan","act","nie","qnie","selact","not"
"783824","DICKENS","x","x","x","x","F",1837,1837,"Charles_Dickens","1812","m","25","x","xxxx","x","xx","x",9785,2985,497,1,2325,1458,48,1,42290,17575,2370,16,550,"p","van","nan","nie","qnie","selpse","not"
"784433","DICKENS","x","x","x","x","F",1837,1837,"Charles_Dickens","1812","m","25","x","xxxx","x","xx","x",9785,2985,497,1,2325,1458,48,1,42290,17575,2370,16,550,"b","nan","act","nie","qnie","selact","not"
"784636","DICKENS","x","x","x","x","F",1837,1837,"Charles_Dickens","1812","m","25","x","xxxx","x","xx","x",9785,2985,497,1,2325,1458,48,1,42290,17575,2370,16,550,"b","nan","act","nie","qnie","selact","not"
"784894","DODDRIDGE","x","x","x","x","B",1747,1747,"Phillip_Doddridge","1702","m","45","x","xxxx","x","xx","x",11040,3164,177,8,2261,1469,88,8,47286,20036,1011,25,354,"b","nan","act","nie","qnie","selact","not"
"784923","DODDRIDGE","x","x","x","x","B",1747,1747,"Phillip_Doddridge","1702","m","45","x","xxxx","x","xx","x",11040,3164,177,8,2261,1469,88,8,47286,20036,1011,25,354,"b","nan","act","nie","qnie","selact","not"
"785549","DODDRIDGE","x","x","x","x","B",1747,1747,"Phillip_Doddridge","1702","m","45","x","xxxx","x","xx","x",11040,3164,177,8,2261,1469,88,8,47286,20036,1011,25,354,"b","nan","act","nie","qnie","selact","not"
"785687","DODDRIDGE","x","x","x","x","B",1747,1747,"Phillip_Doddridge","1702","m","45","x","xxxx","x","xx","x",11040,3164,177,8,2261,1469,88,8,47286,20036,1011,25,354,"b","nan","act","nie","qnie","selact","not"
"786133","DODDRIDGE","x","x","x","x","B",1747,1747,"Phillip_Doddridge","1702","m","45","x","xxxx","x","xx","x",11040,3164,177,8,2261,1469,88,8,47286,20036,1011,25,354,"b","nan","act","nie","qnie","selact","not"
"786181","DRUMMOND1718","x","x","x","x","H",1718,1718,"John_Drummond2","xxxx","m","xx","x","xxxx","x","xx","x",8307,2929,47,33,1388,922,26,15,33626,16104,249,120,386,"b","nan","act","nie","qnie","selact","not"
"786461","DRUMMOND1718","x","x","x","x","H",1718,1718,"John_Drummond2","xxxx","m","xx","x","xxxx","x","xx","x",8307,2929,47,33,1388,922,26,15,33626,16104,249,120,386,"p","van","nan","nie","qnie","selpse","not"
"786579","DRUMMOND1718","x","x","x","x","H",1718,1718,"John_Drummond2","xxxx","m","xx","x","xxxx","x","xx","x",8307,2929,47,33,1388,922,26,15,33626,16104,249,120,386,"p","van","nan","nie","qnie","selpse","not"
"787405","ERV-NEW","x","x","x","x","Y",1881,1885,"x","1813","m","68","x","xxxx","x","xx","x",11469,3173,619,0,1043,682,81,0,44029,16763,3379,0,1013,"b","nan","act","nie","qnie","selact","not"
"787441","ERV-NEW","x","x","x","x","Y",1881,1885,"x","1813","m","68","x","xxxx","x","xx","x",11469,3173,619,0,1043,682,81,0,44029,16763,3379,0,1013,"b","nan","act","nie","qnie","selact","not"
"787887","ERV-NEW","x","x","x","x","Y",1881,1885,"x","1813","m","68","x","xxxx","x","xx","x",11469,3173,619,0,1043,682,81,0,44029,16763,3379,0,1013,"b","nan","act","nie","qnie","selact","not"
"788157","ERV-NEW","x","x","x","x","Y",1881,1885,"x","1813","m","68","x","xxxx","x","xx","x",11469,3173,619,0,1043,682,81,0,44029,16763,3379,0,1013,"b","nan","act","nie","qnie","selact","not"
"788215","ERV-NEW","x","x","x","x","Y",1881,1885,"x","1813","m","68","x","xxxx","x","xx","x",11469,3173,619,0,1043,682,81,0,44029,16763,3379,0,1013,"b","nan","act","nie","qnie","selact","not"
"788488","ERV-NEW","x","x","x","x","Y",1881,1885,"x","1813","m","68","x","xxxx","x","xx","x",11469,3173,619,0,1043,682,81,0,44029,16763,3379,0,1013,"b","nan","act","nie","qnie","selact","not"
"789314","ERV-NEW","x","x","x","x","Y",1881,1885,"x","1813","m","68","x","xxxx","x","xx","x",11469,3173,619,0,1043,682,81,0,44029,16763,3379,0,1013,"b","nan","act","nie","qnie","selact","not"
"789965","ERV-OLD","x","x","x","x","Y",1885,1885,"x","1813","m","72","x","xxxx","x","xx","x",10569,3037,703,0,1175,737,158,0,41152,15796,3532,0,816,"b","nan","act","nie","qnie","selact","not"
"790176","ERV-OLD","x","x","x","x","Y",1885,1885,"x","1813","m","72","x","xxxx","x","xx","x",10569,3037,703,0,1175,737,158,0,41152,15796,3532,0,816,"b","nan","act","nie","qnie","selact","not"
"790180","ERV-OLD","x","x","x","x","Y",1885,1885,"x","1813","m","72","x","xxxx","x","xx","x",10569,3037,703,0,1175,737,158,0,41152,15796,3532,0,816,"b","nan","act","nie","qnie","selact","not"
"790236","ERV-OLD","x","x","x","x","Y",1885,1885,"x","1813","m","72","x","xxxx","x","xx","x",10569,3037,703,0,1175,737,158,0,41152,15796,3532,0,816,"b","nan","act","nie","qnie","selact","not"
"790928","ERV-OLD","x","x","x","x","Y",1885,1885,"x","1813","m","72","x","xxxx","x","xx","x",10569,3037,703,0,1175,737,158,0,41152,15796,3532,0,816,"b","nan","act","nie","qnie","selact","not"
"791255","FARADAY","x","x","x","x","C",1859,1859,"Michael_Faraday","1791","m","68","x","xxxx","x","xx","x",9257,3000,8,0,1342,888,8,0,36764,16581,57,0,472,"b","nan","act","nie","qnie","selact","not"
"791426","FARADAY","x","x","x","x","C",1859,1859,"Michael_Faraday","1791","m","68","x","xxxx","x","xx","x",9257,3000,8,0,1342,888,8,0,36764,16581,57,0,472,"b","nan","act","nie","qnie","selact","not"
"792453","FAYRER","x","x","x","x","A",1900,1900,"Joseph_Fayrer","1824","m","76","x","xxxx","x","xx","x",7970,2465,406,9,1961,1182,267,7,33994,14589,2486,39,596,"b","nan","act","nie","qnie","selact","not"
"792479","FAYRER","x","x","x","x","A",1900,1900,"Joseph_Fayrer","1824","m","76","x","xxxx","x","xx","x",7970,2465,406,9,1961,1182,267,7,33994,14589,2486,39,596,"b","nan","act","nie","qnie","selact","not"
"792561","FAYRER","x","x","x","x","A",1900,1900,"Joseph_Fayrer","1824","m","76","x","xxxx","x","xx","x",7970,2465,406,9,1961,1182,267,7,33994,14589,2486,39,596,"b","nan","act","nie","qnie","selact","not"
"792834","FAYRER","x","x","x","x","A",1900,1900,"Joseph_Fayrer","1824","m","76","x","xxxx","x","xx","x",7970,2465,406,9,1961,1182,267,7,33994,14589,2486,39,596,"b","nan","act","nie","qnie","selact","not"
"794260","FIELDING","x","x","x","x","F",1749,1749,"Henry_Fielding","1707","m","42","x","xxxx","x","xx","x",9884,2941,221,14,2057,1355,57,11,41350,17443,1356,75,467,"b","nan","act","nie","qnie","selact","not"
"794892","FIELDING","x","x","x","x","F",1749,1749,"Henry_Fielding","1707","m","42","x","xxxx","x","xx","x",9884,2941,221,14,2057,1355,57,11,41350,17443,1356,75,467,"b","nan","act","nie","qnie","selact","not"
"795503","FLEMING","x","x","x","x","H",1886,1886,"George_Fleming","1833","m","53","x","xxxx","x","xx","x",9294,2925,12,34,1720,1000,8,7,41329,17693,84,135,493,"p","van","nan","nie","qnie","selpse","not"
"796766","FROUDE","x","x","x","x","R",1830,1830,"Richard_Hurrell_Froude","1803","m","27","x","xxxx","x","xx","x",9777,2618,161,3,1678,1074,46,3,41321,16630,906,8,352,"p","van","nan","nie","qnie","selpse","not"
"797735","GEORGE","x","x","x","x","L",1763,1763,"George_III","1738","m","25","x","xxxx","x","xx","x",5222,1415,325,0,1254,691,154,0,20966,8029,1916,0,252,"b","nan","act","nie","qnie","selact","not"
"797769","GEORGE","x","x","x","x","L",1763,1763,"George_III","1738","m","25","x","xxxx","x","xx","x",5222,1415,325,0,1254,691,154,0,20966,8029,1916,0,252,"b","nan","act","nie","qnie","selact","not"
"798311","GEORGE","x","x","x","x","L",1763,1763,"George_III","1738","m","25","x","xxxx","x","xx","x",5222,1415,325,0,1254,691,154,0,20966,8029,1916,0,252,"p","van","nan","nie","qnie","selpse","not"
"798406","GIBBON","x","x","x","x","I",1776,1776,"Edward_Gibbon","1737","m","39","x","xxxx","x","xx","x",9006,2725,426,7,2212,1378,172,5,43540,18888,3188,52,451,"b","nan","act","nie","qnie","selact","not"
"798688","GIBBON","x","x","x","x","I",1776,1776,"Edward_Gibbon","1737","m","39","x","xxxx","x","xx","x",9006,2725,426,7,2212,1378,172,5,43540,18888,3188,52,451,"b","nan","act","nie","qnie","selact","not"
"798829","GIBBON","x","x","x","x","I",1776,1776,"Edward_Gibbon","1737","m","39","x","xxxx","x","xx","x",9006,2725,426,7,2212,1378,172,5,43540,18888,3188,52,451,"b","nan","act","nie","qnie","selact","not"
"799477","GLADSTONE","x","x","x","x","L",1873,1873,"William_Ewart_Gladstone","1809","m","64","x","xxxx","x","xx","x",11675,3357,657,37,2321,1386,274,29,48423,19485,4110,166,804,"b","nan","act","nie","qnie","selact","not"
"799526","GLADSTONE","x","x","x","x","L",1873,1873,"William_Ewart_Gladstone","1809","m","64","x","xxxx","x","xx","x",11675,3357,657,37,2321,1386,274,29,48423,19485,4110,166,804,"p","van","nan","nie","qnie","selpse","not"
"799974","GLADSTONE","x","x","x","x","L",1873,1873,"William_Ewart_Gladstone","1809","m","64","x","xxxx","x","xx","x",11675,3357,657,37,2321,1386,274,29,48423,19485,4110,166,804,"p","van","nan","nie","qnie","selpse","not"
"800057","GLADSTONE","x","x","x","x","L",1873,1873,"William_Ewart_Gladstone","1809","m","64","x","xxxx","x","xx","x",11675,3357,657,37,2321,1386,274,29,48423,19485,4110,166,804,"b","nan","act","nie","qnie","selact","not"
"800140","GLADSTONE","x","x","x","x","L",1873,1873,"William_Ewart_Gladstone","1809","m","64","x","xxxx","x","xx","x",11675,3357,657,37,2321,1386,274,29,48423,19485,4110,166,804,"b","nan","act","nie","qnie","selact","not"
"801343","GODWIN","x","x","x","x","F",1805,1805,"William_Godwin","1756","m","49","x","xxxx","x","xx","x",9726,2997,110,2,2497,1721,44,2,43349,19962,748,30,576,"b","nan","act","nie","qnie","selact","not"
"801503","GODWIN","x","x","x","x","F",1805,1805,"William_Godwin","1756","m","49","x","xxxx","x","xx","x",9726,2997,110,2,2497,1721,44,2,43349,19962,748,30,576,"b","nan","act","nie","qnie","selact","not"
"801824","GODWIN","x","x","x","x","F",1805,1805,"William_Godwin","1756","m","49","x","xxxx","x","xx","x",9726,2997,110,2,2497,1721,44,2,43349,19962,748,30,576,"b","nan","act","nie","qnie","selact","not"
"802073","GODWIN","x","x","x","x","F",1805,1805,"William_Godwin","1756","m","49","x","xxxx","x","xx","x",9726,2997,110,2,2497,1721,44,2,43349,19962,748,30,576,"b","nan","act","nie","qnie","selact","not"
"802235","GOLDSMITH","x","x","x","x","c",1773,1773,"Oliver_Goldsmith","1728","m","45","x","xxxx","x","xx","x",10801,3107,744,29,1868,1200,88,14,43704,16647,4993,162,1023,"b","nan","act","nie","qnie","selact","not"
"802436","GOLDSMITH","x","x","x","x","c",1773,1773,"Oliver_Goldsmith","1728","m","45","x","xxxx","x","xx","x",10801,3107,744,29,1868,1200,88,14,43704,16647,4993,162,1023,"b","nan","act","nie","qnie","selact","not"
"802444","GOLDSMITH","x","x","x","x","c",1773,1773,"Oliver_Goldsmith","1728","m","45","x","xxxx","x","xx","x",10801,3107,744,29,1868,1200,88,14,43704,16647,4993,162,1023,"b","nan","act","nie","qnie","selact","not"
"802480","GOLDSMITH","x","x","x","x","c",1773,1773,"Oliver_Goldsmith","1728","m","45","x","xxxx","x","xx","x",10801,3107,744,29,1868,1200,88,14,43704,16647,4993,162,1023,"b","nan","act","nie","qnie","selact","not"
"802507","GOLDSMITH","x","x","x","x","c",1773,1773,"Oliver_Goldsmith","1728","m","45","x","xxxx","x","xx","x",10801,3107,744,29,1868,1200,88,14,43704,16647,4993,162,1023,"b","nan","act","nie","qnie","selact","not"
"802618","GOLDSMITH","x","x","x","x","c",1773,1773,"Oliver_Goldsmith","1728","m","45","x","xxxx","x","xx","x",10801,3107,744,29,1868,1200,88,14,43704,16647,4993,162,1023,"b","nan","act","nie","qnie","selact","not"
"802723","GOLDSMITH","x","x","x","x","c",1773,1773,"Oliver_Goldsmith","1728","m","45","x","xxxx","x","xx","x",10801,3107,744,29,1868,1200,88,14,43704,16647,4993,162,1023,"b","nan","act","nie","qnie","selact","not"
"805450","HAYDON","x","x","x","x","D",1808,1808,"Benjamin_Haydon","1786","m","22","x","xxxx","x","xx","x",10412,3375,525,28,2226,1401,167,18,43092,19013,3163,124,909,"b","nan","act","nie","qnie","selact","not"
"805523","HAYDON","x","x","x","x","D",1808,1808,"Benjamin_Haydon","1786","m","22","x","xxxx","x","xx","x",10412,3375,525,28,2226,1401,167,18,43092,19013,3163,124,909,"b","nan","act","nie","qnie","selact","not"
"806040","HAYDON","x","x","x","x","D",1808,1808,"Benjamin_Haydon","1786","m","22","x","xxxx","x","xx","x",10412,3375,525,28,2226,1401,167,18,43092,19013,3163,124,909,"b","nan","act","nie","qnie","selact","not"
"806398","HAYDON","x","x","x","x","D",1808,1808,"Benjamin_Haydon","1786","m","22","x","xxxx","x","xx","x",10412,3375,525,28,2226,1401,167,18,43092,19013,3163,124,909,"b","nan","act","nie","qnie","selact","not"
"806450","HAYDON","x","x","x","x","D",1808,1808,"Benjamin_Haydon","1786","m","22","x","xxxx","x","xx","x",10412,3375,525,28,2226,1401,167,18,43092,19013,3163,124,909,"b","nan","act","nie","qnie","selact","not"
"806728","HERSCHEL","x","x","x","x","C",1797,1797,"William_Herschel","1728","m","69","x","xxxx","x","xx","x",9381,3060,182,20,1206,750,21,11,39609,17055,881,138,683,"p","van","nan","nie","qnie","selpse","not"
